pl_name,pl_orbsmax,pl_orbeccen,st_dist,pl_eqt,pl_masse,pl_rade,st_metfe
Kepler-539 b,0.4988,0.39,310.01,388,308.2951,8.373,-0.01
Kepler-539 c,2.42,0.5,310.01,253,762.792,,-0.01
Kepler-54 b,,,273.8,,292.39,2.1,
Kepler-54 c,,,273.8,,117.59,1.23,
Kepler-54 d,0.126,,273.8,,,1.53,
Kepler-540 b,,,350,,,2.71,-0.1
Kepler-541 b,,,1020,,,3.36,0.07
Kepler-542 b,,,439,,,1.57,0.02
Kepler-543 b,,,212,,,2.5,-0.19
Kepler-544 b,,,797,,,2.12,0.02
Kepler-545 b,,,831,,,2.69,0.03
Kepler-546 b,,,896,,,7,0.14
Kepler-547 b,,,361,,,4,0.01
Kepler-548 b,,,776,,,11.99,0
Kepler-549 b,,,648,,,2.57,-0.03
Kepler-549 c,,,648,,,2.93,-0.03
Kepler-55 b,,,588.47,,473.55,2.43,
Kepler-55 c,,,588.47,,352.78,2.21,
Kepler-55 d,0.029,,588.47,,,1.59,
Kepler-55 e,0.048,,588.47,,,1.55,
Kepler-55 f,0.081,,588.47,,,1.59,
Kepler-550 b,,,563,,,4.42,-0.02
Kepler-551 b,,,312,,,2.73,-0.09
Kepler-552 b,,,834,,,3.95,0.01
Kepler-553 b,,,725,,,4.63,0.21
Kepler-553 c,,,725,,,11.2,0.21
Kepler-554 b,,,642,,,4.29,0.14
Kepler-555 b,,,772,,,2.83,0
Kepler-556 b,,,729,,,2.24,0.03
Kepler-557 b,,,1126,,,2.67,0.02
Kepler-558 b,,,652,,,2.37,-0.06
Kepler-559 b,,,793,,,3.61,0.03
Kepler-56 b,0.1028,,936.96,,22.1,6.51,0.2
Kepler-56 c,0.1652,,936.96,,181,9.8,0.2
Kepler-56 d,2.16,0.2,936.96,,,,0.2
Kepler-560 b,,,88,,,1.72,-0.39
Kepler-561 b,,,667,,,6.96,0.02
Kepler-561 c,,,667,,,2.68,0.02
Kepler-562 b,,,822,,,5.21,-0.04
Kepler-563 b,,,557,,,3.09,-0.08
Kepler-564 b,,,830,,,4.63,-0.01
Kepler-565 b,,,1041,,,3.64,-0.02
Kepler-566 b,,,628,,,2.15,-0.01
Kepler-567 b,,,568,,,2.25,0
Kepler-568 b,,,126,,,2.26,0.11
Kepler-569 b,,,645,,,3.16,0.01
Kepler-57 b,,,656.23,,5994.02,2.19,
Kepler-57 c,,,656.23,,2208.83,1.55,
Kepler-570 b,,,642,,,2.45,0.06
Kepler-571 b,,,756,,,2.64,0.01
Kepler-572 b,,,532,,,2.58,-0.1
Kepler-573 b,,,758,,,2.79,0.02
Kepler-574 b,,,747,,,2.39,-0.01
Kepler-575 b,,,852,,,2.39,0
Kepler-576 b,,,698,,,3.27,0.09
Kepler-577 b,,,549,,,2.55,-0.14
Kepler-578 b,,,568,,,2,-0.03
Kepler-579 b,,,663,,,2,0.13
Kepler-58 b,,,996.32,,441.77,2.78,
Kepler-58 c,,,996.32,,696.02,2.86,
Kepler-58 d,0.236,,996.32,,,2.94,
Kepler-580 b,,,333,,,2.57,-0.06
Kepler-581 b,,,833,,,2.63,0.03
Kepler-582 b,,,751,,,3.68,0.01
Kepler-583 b,,,805,,,2.28,0.07
Kepler-584 b,,,1445,,,4.21,0.02
Kepler-585 b,,,604,,,2.83,0.03
Kepler-586 b,,,707,,,2.79,0
Kepler-587 b,,,852,,,2.23,-0.05
Kepler-588 b,,,972,,,2.63,0
Kepler-589 b,,,643,,,2.27,0.01
Kepler-59 b,,,1203.57,,651.52,1.1,
Kepler-59 c,,,1203.57,,435.41,1.98,
Kepler-590 b,,,986,,,4.02,0.07
Kepler-591 b,,,793,,,3.39,0.01
Kepler-592 b,,,1034,,,2.39,-0.03
Kepler-593 b,,,1016,,,2.87,0.04
Kepler-594 b,,,742,,,2.18,-0.03
Kepler-595 b,,,639,,,3.81,0.08
Kepler-596 b,,,1083,,,3.46,0.03
Kepler-597 b,,,660,,,2.37,-0.01
Kepler-598 b,,,686,,,1.5,0.02
Kepler-599 b,,,627,,,2.84,-0.02
Kepler-6 b,0.04852,,597.14,1460,212.31044,14.617,0.34
Kepler-60 b,,,1056.17,,4.19,1.71,-0.09
Kepler-60 c,,,1056.17,,3.85,1.9,-0.09
Kepler-60 d,,,1056.17,,4.16,1.99,-0.09
Kepler-600 b,,,624,,,2.9,-0.09
Kepler-601 b,,,429,,,1.9,-0.02
Kepler-602 b,,,971,,,2.09,-0.02
Kepler-603 b,,,967,,,2.65,0.03
Kepler-603 c,,,967,,,6.5,0.03
Kepler-603 d,,,967,,,1.32,0.03
Kepler-604 b,,,981,,,2.59,-0.02
Kepler-605 b,,,570,,,1.44,0.02
Kepler-605 c,,,570,,,0.86,0.02
Kepler-606 b,,,1208,,,3.31,0.01
Kepler-607 b,,,500,,,0.87,-0.02
Kepler-608 b,,,926,,,3.64,-0.02
Kepler-609 b,,,1143,,,3.35,0.06
Kepler-61 b,,0.25,338.24,273,,2.15,0.03
Kepler-610 b,,,1113,,,4.19,0.12
Kepler-610 c,,,1113,,,3.3,0.12
Kepler-611 b,,,906,,,1.65,0.06
Kepler-612 b,,,932,,,2.84,0.04
Kepler-613 b,,,864,,,2.29,-0.01
Kepler-614 b,,,571,,,2.39,-0.07
Kepler-615 b,,,330,,,1.74,-0.07
Kepler-616 b,,,1019,,,2.43,-0.02
Kepler-616 c,,,1019,,,3.41,-0.02
Kepler-617 b,,,150,,,1.32,-0.07
Kepler-618 b,,,1115,,,2.6,0.08
Kepler-619 b,,,1111,,,3.16,0.05
Kepler-619 c,,,1111,,,1.69,0.05
Kepler-62 b,0.0553,,368,750,9,1.31,-0.37
Kepler-62 c,0.0929,,368,578,4,0.54,-0.37
Kepler-62 d,0.12,,368,510,14,1.95,-0.37
Kepler-62 e,0.427,,368,270,36,1.61,-0.37
Kepler-62 f,0.718,,368,208,35,1.41,-0.37
Kepler-620 b,,,1241,,,3.32,0.03
Kepler-621 b,,,389,,,2.3,-0.02
Kepler-622 b,,,259,,,2.13,-0.09
Kepler-623 b,,,811,,,3.01,-0.03
Kepler-624 b,,,731,,,2.31,-0.06
Kepler-625 b,,,502,,,1.99,0.1
Kepler-625 c,,,502,,,1.05,0.1
Kepler-626 b,,,690,,,2.29,0.01
Kepler-627 b,,,1143,,,3.73,0.05
Kepler-628 b,,,579,,,8.4,0.04
Kepler-629 b,,,383,,,1.38,0.01
Kepler-63 b,0.08,0.45,200,,120,6.11,0.05
Kepler-630 b,,,657,,,3.18,0.03
Kepler-631 b,,,843,,,2.9,0.23
Kepler-632 b,,,349,,,2.21,0.11
Kepler-633 b,,,634,,,1.63,-0.05
Kepler-634 b,,,757,,,1.89,-0.18
Kepler-635 b,,,826,,,2.64,0.41
Kepler-636 b,,,341,,,4.45,-0.02
Kepler-637 b,,,1575,,,4.75,0.38
Kepler-638 b,,,426,,,1.83,0.04
Kepler-639 b,,,680,,,2.38,0.23
Kepler-640 b,,,538,,,2.56,0.15
Kepler-641 b,,,673,,,1.85,0.15
Kepler-642 b,,,1022,,,2.9,0.06
Kepler-643 b,,,1029,,,10.16,0.13
Kepler-644 b,,,1413,,,3.15,0.08
Kepler-645 b,,,901,,,2.1,-0.01
Kepler-646 b,,,513,,,1.99,-0.07
Kepler-647 b,,,789,,,1.17,-0.14
Kepler-648 b,,,665,,,3.22,0.21
Kepler-649 b,,,525,,,2.26,-0.17
Kepler-65 b,0.035,,306.39,,,1.42,0.17
Kepler-65 c,0.068,,306.39,,,2.58,0.17
Kepler-65 d,0.084,,306.39,,,1.52,0.17
Kepler-65 e,,0.283,306.39,,260,,0.17
Kepler-650 b,,,805,,,2.96,0.13
Kepler-651 b,,,537,,,2.37,-0.04
Kepler-652 b,,,423,,,2.49,0.17
Kepler-653 b,,,593,,,1.95,0.23
Kepler-653 c,,,593,,,0.78,0.23
Kepler-654 b,,,661,,,2.07,0.04
Kepler-655 b,,,783,,,2.71,0
Kepler-656 b,,,867,,,3.12,-0.04
Kepler-657 b,,,1244,,,3.52,0.03
Kepler-658 b,,,341,,,1.63,-0.04
Kepler-659 b,,,688,,,2.5,0.02
Kepler-66 b,0.1352,,1107,,,2.8,-0.2
Kepler-660 b,,,564,,,2.57,-0.07
Kepler-661 b,,,558,,,3.07,-0.05
Kepler-662 b,,,641,,,2.18,-0.03
Kepler-663 b,,,1030,,,2.6,0.03
Kepler-664 b,,,1386,,,2.66,0.07
Kepler-665 b,,,651,,,2.6,-0.03
Kepler-666 b,,,1330,,,2.4,0.01
Kepler-667 b,,,907,,,4.73,0.15
Kepler-668 b,,,877,,,2.7,-0.06
Kepler-669 b,,,1778,,,4.83,0.14
Kepler-67 b,0.1171,,1107,,,2.94,-0.2
Kepler-670 b,,,980,,,13.18,0.07
Kepler-671 b,,,1139,,,2.69,0.08
Kepler-672 b,,,1011,,,2.5,-0.01
Kepler-673 b,,,978,,,6.54,0
Kepler-674 b,,,302,,,1.69,-0.27
Kepler-675 b,,,651,,,2.44,-0.05
Kepler-676 b,,,243,,,3.04,-0.02
Kepler-677 b,,,1180,,,5.38,0.06
Kepler-678 b,,,875,,,5.14,0.07
Kepler-679 b,,,968,,,3.01,-0.09
Kepler-68 b,,0,144.77,,7.65,,0.12
Kepler-68 c,,0,144.77,,2.04,,0.12
Kepler-68 d,,0.112,144.77,,,,0.12
Kepler-680 b,,,1342,,,2.42,0.13
Kepler-681 b,,,666,,,3.08,-0.04
Kepler-682 b,,,951,,,7.37,-0.05
Kepler-683 b,,,976,,,1.97,-0.03
Kepler-684 b,,,1066,,,3.36,-0.11
Kepler-685 b,,,1145,,,10.58,0.15
Kepler-686 b,,,1203,,,12.15,-0.07
Kepler-687 b,,,628,,,3.52,-0.04
Kepler-688 b,,,1247,,,9.76,0.02
Kepler-689 b,,,1044,,,2.89,-0.01
Kepler-69 b,0.094,0.16,746.33,779,,2.24,-0.29
Kepler-69 c,0.64,0.14,746.33,299,,1.71,-0.29
Kepler-690 b,,,1653,,,5.95,0.19
Kepler-691 b,,,239,,,2.09,0.04
Kepler-692 b,,,1000,,,3.11,-0.01
Kepler-693 b,,,1002,,,10.18,-0.1
Kepler-694 b,,,1023,,,2.8,0
Kepler-695 b,,,620,,,9.21,-0.01
Kepler-696 b,,,1285,,,6.14,0.07
Kepler-697 b,,,1091,,,4.13,-0.01
Kepler-698 b,,,1135,,,3.68,-0.03
Kepler-699 b,,,888,,,14.11,-0.26
Kepler-7 b,0.06067,,947.46,1630,140.16303,18.181,0.11
Kepler-700 b,,,1061,,,5.99,0.04
Kepler-701 b,,,755,,,2.84,0
Kepler-702 b,,,892,,,9.17,0
Kepler-703 b,,,1482,,,8.2,0.05
Kepler-704 b,,,1054,,,2.61,0.09
Kepler-705 b,,,251,,,2.11,0.07
Kepler-706 b,,,810,,,13.17,-0.06
Kepler-707 b,,,626,,,1.33,-0.12
Kepler-708 b,,,1241,,,2.93,0.01
Kepler-709 b,,,668,,,2.92,-0.08
Kepler-710 b,,,919,,,1.88,-0.04
Kepler-711 b,,,664,,,3.41,-0.04
Kepler-712 b,,,944,,,3.41,-0.03
Kepler-712 c,,,944,,,4.85,-0.03
Kepler-713 b,,,1003,,,2.48,-0.03
Kepler-714 b,,,1460,,,9.67,0.04
Kepler-715 b,,,1214,,,3.75,0.02
Kepler-716 b,,,675,,,2.9,0
Kepler-717 b,,,1126,,,2.42,-0.12
Kepler-718 b,,,1520,,,16.56,0.06
Kepler-719 b,,,1427,,,8.52,-0.02
Kepler-720 b,,,880,,,8.41,0
Kepler-721 b,,,848,,,2.64,-0.01
Kepler-722 b,,,1375,,,2.63,0.02
Kepler-722 c,,,1375,,,2.82,0.02
Kepler-723 b,,,965,,,12.19,0
Kepler-724 b,,,862,,,3.29,-0.02
Kepler-725 b,,,778,,,10.63,-0.01
Kepler-726 b,,,838,,,3.26,-0.09
Kepler-727 b,,,892,,,2.53,-0.01
Kepler-728 b,,,1236,,,3.34,-0.03
Kepler-729 b,,,1271,,,3.58,-0.05
Kepler-730 b,0.0694,,2020.2,1219,,12.33,0.21
Kepler-730 c,0.03997,,2020.2,1607,,1.569,0.21
Kepler-731 b,,,1311,,,13.88,0.04
Kepler-732 b,,,150,,,2.18,-0.01
Kepler-732 c,,,150,,,1.27,-0.01
Kepler-733 b,,,980,,,2.82,0.01
Kepler-734 b,,,553,,,3.56,-0.17
Kepler-735 b,,,790,,,2.95,0.07
Kepler-736 b,,,1007,,,2.93,0.03
Kepler-737 b,,,195,,,1.96,-0.24
Kepler-738 b,,,992,,,2.5,-0.09
Kepler-739 b,,,1128,,,3.32,-0.08
Kepler-74 b,0.0781,0,1218.33,1078,200.22,10.76,0.42
Kepler-740 b,,,1262,,,4.57,0.03
Kepler-741 b,,,1530,,,2.97,0.07
Kepler-742 b,,,499,,,3.24,0.07
Kepler-743 b,,,258,,,1.21,0.01
Kepler-744 b,,,486,,,1.62,0
Kepler-745 b,,,1199,,,2.16,0.06
Kepler-746 b,,,450,,,1.11,0.09
Kepler-747 b,,,855,,,5.27,-0.03
Kepler-748 b,,,1271,,,2.52,0.08
Kepler-749 b,,,753,,,3.1,-0.11
Kepler-75 b,0.0818,0.57,855.5,767,3209.9,11.77,0.3
Kepler-750 b,,,1181,,,3.07,0.03
Kepler-750 c,,,1181,,,1.62,0.03
Kepler-751 b,,,748,,,2.46,-0.06
Kepler-752 b,,,1075,,,2.81,-0.08
Kepler-753 b,,,278,,,1.91,-0.03
Kepler-754 b,,,1192,,,2.01,0.05
Kepler-755 b,,,368,,,1.76,-0.01
Kepler-755 c,,,368,,,1.26,-0.01
Kepler-756 b,,,852,,,1.12,-0.19
Kepler-757 b,,,1016,,,1.36,0.02
Kepler-758 b,,,1353,,,2.48,-0.1
Kepler-758 c,,,1353,,,1.69,-0.1
Kepler-758 d,,,1353,,,2.12,-0.1
Kepler-758 e,,,1353,,,1.53,-0.1
Kepler-759 b,,,892,,,2.27,0.06
Kepler-76 b,0.0274,,842.87,2140,638.8383,15.244,-0.1
Kepler-760 b,,,782,,,3.06,0.08
Kepler-760 c,,,782,,,1.48,0.08
Kepler-761 b,,,867,,,2.03,-0.09
Kepler-762 b,,,1465,,,12.68,0.02
Kepler-763 b,,,902,,,1.22,0.01
Kepler-764 b,,,1013,,,1.64,-0.06
Kepler-765 b,,,1000,,,2.43,0.04
Kepler-766 b,,,1614,,,3.39,0.09
Kepler-767 b,,,1185,,,6.64,-0.05
Kepler-768 b,,,795,,,1.79,-0.03
Kepler-769 b,,,1362,,,2.92,0.06
Kepler-769 c,,,1362,,,1.79,0.06
Kepler-77 b,0.04501,0,570,1440,136.661,10.761,0.2
Kepler-770 b,,,761,,,2.3,-0.01
Kepler-770 c,,,761,,,1.2,-0.01
Kepler-770 d,,,761,,,1.4,-0.01
Kepler-771 b,,,1000,,,1.82,0.01
Kepler-772 b,,,689,,,1.82,0.03
Kepler-773 b,,,528,,,1.43,0.05
Kepler-774 b,,,1190,,,3.17,0.04
Kepler-775 b,,,400,,,1.19,-0.04
Kepler-776 b,,,727,,,1.28,0.05
Kepler-777 b,,,383,,,1.47,-0.17
Kepler-778 b,,,899,,,1.68,-0.09
Kepler-779 b,,,224,,,0.92,-0.43
Kepler-78 b,,,124.82,,3.1783,1.121,-0.14
Kepler-780 b,,,520,,,0.89,0.05
Kepler-781 b,,,1036,,,2.89,-0.1
Kepler-782 b,,,412,,,3.21,-0.14
Kepler-783 b,,,544,,,0.78,0.01
Kepler-784 b,,,604,,,1.58,0.07
Kepler-785 b,,,666,,,13.02,-0.02
Kepler-786 b,,,512,,,2.43,0.09
Kepler-787 b,,,468,,,1.28,-0.09
Kepler-788 b,,,1649,,,2.55,0.05
Kepler-789 b,,,915,,,2.12,-0.06
Kepler-79 b,0.117,0.015,1051.43,,10.9,3.47,-0.073
Kepler-79 c,0.187,0.03,1051.43,,5.9,3.72,-0.073
Kepler-79 d,0.287,0.025,1051.43,,6,7.16,-0.073
Kepler-79 e,0.386,0.012,1051.43,,4.1,3.49,-0.073
Kepler-790 b,,,727,,,2.18,-0.05
Kepler-791 b,,,1447,,,3.05,0.06
Kepler-792 b,,,1205,,,1.96,0.08
Kepler-793 b,,,794,,,1.37,0
Kepler-794 b,,,763,,,2.11,0.34
Kepler-795 b,,,458,,,1.68,-0.02
Kepler-796 b,,,377,,,1.3,0.09
Kepler-797 b,,,752,,,2.17,-0.02
Kepler-798 b,,,1085,,,2.39,0.03
Kepler-799 b,,,1029,,,6.88,-0.07
Kepler-8 b,0.0474,,1052.9,1680,187.5197,15.872,-0.055
Kepler-80 b,0.0648,,357,,6.93,2.67,0.04
Kepler-80 c,0.0792,,357,,6.74,2.74,0.04
Kepler-80 d,0.0372,,357,,6.75,1.53,0.04
Kepler-80 e,0.0491,,357,,4.13,1.6,0.04
Kepler-80 f,0.0175,,357,,,1.21,0.04
Kepler-80 g,,,357,418,,1.13,0.04
Kepler-800 b,,,1049,,,2.85,-0.09
Kepler-801 b,,,419,,,2,-0.17
Kepler-802 b,,,828,,,3.54,0.06
Kepler-803 b,,,615,,,3.79,0.02
Kepler-804 b,,,648,,,1.94,0
Kepler-804 c,,,648,,,1.14,0
Kepler-805 b,,,657,,,2.89,-0.06
Kepler-806 b,,,260,,,1.14,0
Kepler-807 b,,,1312,,,10.42,-0.04
Kepler-808 b,,,321,,,1.46,0.05
Kepler-809 b,,,933,,,3.01,0.04
Kepler-81 b,,,351.79,,,2.42,
Kepler-81 c,,,351.79,,,2.37,
Kepler-81 d,0.128,,351.79,,,1.21,
Kepler-810 b,,,1554,,,1.93,0.1
Kepler-811 b,,,847,,,2.7,0.05
Kepler-812 b,,,1482,,,3.55,0.02
Kepler-813 b,,,840,,,2.14,-0.13
Kepler-814 b,,,1327,,,2.12,0.01
Kepler-815 b,,,1199,,,4.11,-0.03
Kepler-816 b,,,1059,,,10.24,0.16
Kepler-817 b,,,1401,,,9.03,0.02
Kepler-818 b,,,967,,,5.11,-0.08
Kepler-819 b,,,722,,,2.76,-0.06
Kepler-82 b,0.1683,0.0033,927.97,,12.15,4.07,
Kepler-82 c,0.2626,0.007,927.97,,13.9,5.34,
Kepler-82 d,0.034,,927.97,,,1.77,
Kepler-82 e,0.063,,927.97,,,2.47,
Kepler-82 f,0.3395,0.0014,927.97,,20.9,,
Kepler-820 b,,,989,,,6.09,0.09
Kepler-821 b,,,619,,,1.31,-0.03
Kepler-822 b,,,956,,,1.77,0.04
Kepler-823 b,,,896,,,1.57,0.06
Kepler-824 b,,,1352,,,1.87,0.14
Kepler-825 b,,,820,,,1.53,-0.08
Kepler-825 c,,,820,,,1.84,-0.08
Kepler-826 b,,,649,,,1.25,-0.12
Kepler-827 b,,,1352,,,5.63,-0.06
Kepler-828 b,,,625,,,1.51,-0.02
Kepler-829 b,,,954,,,2.11,0.03
Kepler-83 b,,,405.01,,,2.83,
Kepler-83 c,,,405.01,,,2.36,
Kepler-83 d,0.051,,405.01,,,1.94,
Kepler-830 b,,,1122,,,1.7,-0.02
Kepler-831 b,,,577,,,1.27,0.02
Kepler-832 b,,,1346,,,2.06,-0.08
Kepler-833 b,,,421,,,2.02,-0.18
Kepler-834 b,,,620,,,2.02,-0.13
Kepler-835 b,,,2011,,,2.79,0.08
Kepler-836 b,,,1003,,,2.73,-0.01
Kepler-837 b,,,846,,,2.56,-0.18
Kepler-838 b,,,1210,,,2.73,-0.06
Kepler-839 b,,,833,,,2.57,0.29
Kepler-84 b,,,1443.27,,,2.23,
Kepler-84 c,,,1443.27,,,2.36,
Kepler-84 d,0.052,,1443.27,,,1.38,
Kepler-84 e,0.181,,1443.27,,,2.6,
Kepler-84 f,0.25,,1443.27,,,2.2,
Kepler-840 b,,,778,,,17.07,0
Kepler-841 b,,,1052,,,5.23,-0.09
Kepler-842 b,,,552,,,1.6,-0.02
Kepler-843 b,,,1247,,,2.59,0.05
Kepler-844 b,,,394,,,1.68,-0.24
Kepler-845 b,,,471,,,2.04,0.01
Kepler-846 b,,,1233,,,2.48,0
Kepler-847 b,,,529,,,1.18,0.15
Kepler-848 b,,,797,,,1.7,0.15
Kepler-849 b,,,747,,,7.14,0.12
Kepler-85 b,,,782.09,,,1.97,
Kepler-85 c,,,782.09,,,2.18,
Kepler-85 d,0.13,,782.09,,,1.2,
Kepler-85 e,0.163,,782.09,,,1.27,
Kepler-850 b,,,1535,,,1.78,0.03
Kepler-851 b,,,869,,,1.68,-0.07
Kepler-852 b,,,854,,,2.54,0.22
Kepler-853 b,,,610,,,1.69,0.07
Kepler-854 b,,,741,,,16.72,0.04
Kepler-855 b,,,1043,,,8.35,0.06
Kepler-856 b,,,1175,,,9.3,0.12
Kepler-857 b,,,1039,,,6.8,0.02
Kepler-858 b,,,296,,,4.87,-0.04
Kepler-859 b,,,915,,,3.09,-0.02
Kepler-860 b,,,1295,,,3.24,0.09
Kepler-861 b,,,806,,,2.28,0.01
Kepler-862 b,,,806,,,2.21,0.04
Kepler-863 b,,,1145,,,2.9,-0.03
Kepler-864 b,,,1573,,,2.4,0.04
Kepler-865 b,,,664,,,2.49,-0.01
Kepler-866 b,,,690,,,1.63,-0.07
Kepler-867 b,,,824,,,4.64,-0.02
Kepler-868 b,,,1269,,,2.05,-0.08
Kepler-869 b,,,957,,,3.61,0.02
Kepler-87 b,0.481,0.036,1277.88,478,324.2,13.49,-0.17
Kepler-87 c,0.676,0.039,1277.88,403,6.4,6.14,-0.17
Kepler-870 b,,,1231,,,2.78,-0.01
Kepler-871 b,,,1695,,,3.74,0.09
Kepler-872 b,,,1114,,,1.99,0.04
Kepler-873 b,,,1397,,,3.75,0.07
Kepler-874 b,,,1072,,,3.94,0.03
Kepler-875 b,,,1244,,,2.9,0.03
Kepler-876 b,,,735,,,1.43,-0.03
Kepler-877 b,,,572,,,2.12,-0.06
Kepler-878 b,,,567,,,1.93,-0.03
Kepler-879 b,,,772,,,2.57,0.05
Kepler-880 b,,,673,,,2.66,0.03
Kepler-881 b,,,1364,,,1.78,0
Kepler-882 b,,,525,,,1.23,-0.03
Kepler-883 b,,,549,,,1.78,-0.13
Kepler-884 b,,,420,,,1.23,0.05
Kepler-885 b,,,632,,,2.5,0.11
Kepler-886 b,,,857,,,1.52,-0.01
Kepler-887 b,,,831,,,1.84,0.08
Kepler-887 c,,,831,,,1.13,0.08
Kepler-888 b,,,413,,,1.76,-0.21
Kepler-889 b,,,513,,,1.09,0.19
Kepler-890 b,,,1387,,,8.89,0.09
Kepler-891 b,,,1372,,,6.41,0.09
Kepler-892 b,,,640,,,2.81,-0.04
Kepler-893 b,,,1216,,,3.03,-0.03
Kepler-894 b,,,1090,,,2.78,-0.25
Kepler-895 b,,,516,,,1.54,-0.16
Kepler-896 b,,,896,,,2.53,-0.1
Kepler-897 b,,,1147,,,2.39,0.04
Kepler-898 b,,,479,,,1.49,-0.06
Kepler-899 b,,,1038,,,2.68,-0.06
Kepler-9 b,0.143,0.0609,614,,43.4,8.29,0.05
Kepler-9 c,0.227,0.06691,614,,29.9,8.08,0.05
Kepler-9 d,0.0273,,614,2026,,1.64,0.05
Kepler-90 i,,,780,709,,1.32,-0.12
Kepler-900 b,,,505,,,2.08,-0.01
Kepler-901 b,,,241,,,1.37,-0.3
Kepler-902 b,,,904,,,2.54,0
Kepler-903 b,,,829,,,2.01,0.05
Kepler-903 c,,,829,,,2.53,0.05
Kepler-904 b,,,1151,,,1.77,0.05
Kepler-905 b,,,521,,,1.41,0.09
Kepler-906 b,,,758,,,2.11,-0.09
Kepler-907 b,,,352,,,1.2,-0.15
Kepler-908 b,,,250,,,1.22,0.15
Kepler-909 b,,,318,,,1.47,0.08
Kepler-91 b,0.0731,,1344.56,2040,257.4423,15.323,0.11
Kepler-910 b,,,402,,,0.82,0.12
Kepler-911 b,,,567,,,2.6,0.03
Kepler-912 b,,,1265,,,2.8,0.02
Kepler-913 b,,,597,,,2.06,-0.52
Kepler-914 b,,,678,,,1.38,0.22
Kepler-915 b,,,806,,,1.5,0.08
Kepler-916 b,,,769,,,1.76,-0.05
Kepler-917 b,,,1027,,,1.91,-0.38
Kepler-918 b,,,1245,,,1.74,0.06
Kepler-919 b,,,1219,,,2.25,0.07
Kepler-92 b,,,484.62,,64.3,3.51,
Kepler-92 c,,,484.62,,6.1,2.6,
Kepler-92 d,,0.07,484.62,,,2.067,
Kepler-920 b,,,926,,,2.42,0
Kepler-920 c,,,926,,,3.8,0
Kepler-921 b,,,847,,,2.87,-0.12
Kepler-922 b,,,558,,,1.42,-0.05
Kepler-923 b,,,966,,,1.38,0.07
Kepler-924 b,,,995,,,3.07,0.01
Kepler-925 b,,,623,,,2.34,0.12
Kepler-926 b,,,771,,,2.31,0.03
Kepler-927 b,,,879,,,1.72,0.03
Kepler-928 b,,,532,,,1.59,-0.11
Kepler-929 b,,,820,,,1.11,-0.04
Kepler-93 b,,0,96.18,,3.1783,1.569,-0.18
Kepler-93 c,,,96.18,,954,,-0.18
Kepler-930 b,,,905,,,2.13,0.04
Kepler-931 b,,,490,,,1.33,-0.01
Kepler-932 b,,,478,,,1.37,-0.01
Kepler-933 b,,,922,,,2.46,-0.02
Kepler-934 b,,,603,,,2.09,0.01
Kepler-935 b,,,482,,,1.35,-0.01
Kepler-936 b,,,687,,,1.45,0.05
Kepler-937 b,,,1482,,,3.72,0.08
Kepler-937 c,,,1482,,,2.67,0.08
Kepler-938 b,,,861,,,2.22,-0.03
Kepler-939 b,,,1029,,,1.75,-0.12
Kepler-94 b,,,192.97,,10.84,3.51,0.34
Kepler-94 c,,,192.97,,3126,,0.34
Kepler-940 b,,,1317,,,3.34,-0.08
Kepler-941 b,,,1105,,,3.08,-0.15
Kepler-942 b,,,218,,,2.13,0.09
Kepler-943 b,,,1239,,,5.93,-0.07
Kepler-944 b,,,1035,,,2.63,-0.11
Kepler-945 b,,,1543,,,2.63,-0.01
Kepler-946 b,,,918,,,1.93,-0.09
Kepler-947 b,,,1188,,,2.28,-0.07
Kepler-948 b,,,884,,,1.85,-0.02
Kepler-949 b,,,572,,,2.91,0.01
Kepler-95 b,,,451.38,,13,3.42,0.3
Kepler-950 b,,,1489,,,8.98,0.02
Kepler-951 b,,,408,,,5.59,-0.01
Kepler-952 b,,,1167,,,7.65,0.06
Kepler-953 b,,,240,,,4.21,0.26
Kepler-953 c,,,240,,,1.19,0.26
Kepler-954 b,,,224,,,2.32,0.02
Kepler-955 b,,,637,,,3.13,0.02
Kepler-956 b,,,631,,,3,0.02
Kepler-957 b,,,749,,,5.5,-0.01
Kepler-958 b,,,467,,,2.06,0.01
Kepler-959 b,,,1003,,,4.38,0.02
Kepler-96 b,,,123.32,,8.46,2.67,0.04
Kepler-960 b,,,298,,,2.29,0.02
Kepler-961 b,,,607,,,2.55,0.05
Kepler-962 b,,,439,,,1.97,0.01
Kepler-963 b,,,786,,,2.66,-0.02
Kepler-964 b,,,478,,,2.12,0.03
Kepler-965 b,,,618,,,3.38,0.03
Kepler-966 b,,,773,,,4.13,0.04
Kepler-967 b,,,499,,,2.35,-0.03
Kepler-967 c,,,499,,,3.65,-0.03
Kepler-968 b,,,312,,,2,0.13
Kepler-968 c,,,312,,,1.69,0.13
Kepler-969 b,,,411,,,2.07,0.22
Kepler-969 c,,,411,,,0.99,0.22
Kepler-97 b,,,405.58,,3.51,1.48,-0.2
Kepler-97 c,,,405.58,,344,,-0.2
Kepler-970 b,,,350,,,2.77,-0.08
Kepler-971 b,,,345,,,2.13,-0.06
Kepler-972 b,,,1304,,,4.65,0.04
Kepler-973 b,,,297,,,1.96,-0.06
Kepler-974 b,,,121,,,1.57,0.07
Kepler-975 b,,,404,,,1.48,0.07
Kepler-976 b,,,1020,,,3.96,0.07
Kepler-977 b,,,664,,,2.62,-0.01
Kepler-978 b,,,624,,,2.99,-0.01
